source_id,survey,band,mjd,flux,flux_error,observation_id
scale-000001,qualification-synthetic,g,62007.0,20.645146492448394,1.1194725510263135,000001-0007
scale-000001,qualification-synthetic,g,62008.0,21.109030392921106,1.0411591724202995,000001-0008
scale-000001,qualification-synthetic,g,62009.0,20.075790454517588,0.9504324899793996,000001-0009
scale-000001,qualification-synthetic,g,62010.0,20.894762101708718,1.0903658090923287,000001-0010
scale-000001,qualification-synthetic,g,62011.0,20.139219044594796,0.9696991748770918,000001-0011
scale-000001,qualification-synthetic,g,62012.0,20.184353203946937,1.1766480434940578,000001-0012
scale-000001,qualification-synthetic,g,62013.0,20.95521083512679,0.8125092052092551,000001-0013
scale-000001,qualification-synthetic,g,62014.0,19.54319519870754,0.9849744022998771,000001-0014
scale-000001,qualification-synthetic,g,62015.0,18.804550994109725,1.1717051658831716,000001-0015
scale-000001,qualification-synthetic,g,62016.0,21.181065957616067,1.1415484760080719,000001-0016
scale-000001,qualification-synthetic,g,62017.0,18.464769690459157,0.9390776457393737,000001-0017
scale-000001,qualification-synthetic,g,62018.0,19.696982173914297,0.8043321376568082,000001-0018
scale-000001,qualification-synthetic,g,62019.0,20.622047447378435,1.1297103581491639,000001-0019
scale-000001,qualification-synthetic,g,62020.0,20.23761534203624,1.016892589219972,000001-0020
scale-000001,qualification-synthetic,g,62021.0,18.853481806923355,1.1904973820288707,000001-0021
scale-000001,qualification-synthetic,g,62022.0,19.96763973740179,0.9522830120458299,000001-0022
scale-000001,qualification-synthetic,g,62023.0,20.468459575730794,0.9317167753087717,000001-0023
scale-000001,qualification-synthetic,g,62024.0,19.607157428035208,0.8098838235686809,000001-0024
scale-000001,qualification-synthetic,g,62025.0,20.884656837925313,0.9797151647825834,000001-0025
scale-000001,qualification-synthetic,g,62026.0,19.94720662905013,0.9719640102997399,000001-0026
scale-000001,qualification-synthetic,g,62027.0,19.658687790291946,1.1690553037572087,000001-0027
scale-000001,qualification-synthetic,g,62028.0,22.624412191633503,0.8640953520574473,000001-0028
scale-000001,qualification-synthetic,g,62029.0,20.435598609272578,1.0606050495958301,000001-0029
scale-000001,qualification-synthetic,g,62030.0,21.573133823213155,0.9827526682283282,000001-0030
scale-000001,qualification-synthetic,g,62031.0,21.62495811687459,1.1665684365904458,000001-0031
scale-000002,qualification-synthetic,g,62000.0,20.431809498418158,1.171424159520537,000002-0000
scale-000002,qualification-synthetic,g,62001.0,20.061642645496846,0.9574955113430561,000002-0001
scale-000002,qualification-synthetic,g,62002.0,23.627894396584953,1.1899313057087928,000002-0002
scale-000002,qualification-synthetic,g,62003.0,22.023620220850983,1.190177423219095,000002-0003
scale-000002,qualification-synthetic,g,62004.0,20.575915056845222,1.180247619814425,000002-0004
scale-000002,qualification-synthetic,g,62005.0,20.737831083757,1.0961877948504397,000002-0005
scale-000002,qualification-synthetic,g,62006.0,20.704587446222533,0.9049875565231732,000002-0006
scale-000002,qualification-synthetic,g,62007.0,19.188526592658878,0.9369560763613298,000002-0007
scale-000002,qualification-synthetic,g,62008.0,20.030949137574982,1.0738652565383513,000002-0008
scale-000002,qualification-synthetic,g,62009.0,20.490916666737615,0.8336888951221311,000002-0009
scale-000002,qualification-synthetic,g,62010.0,19.63441795169023,1.0697549000949953,000002-0010
scale-000002,qualification-synthetic,g,62011.0,20.323911428467554,1.0777562450005271,000002-0011
scale-000002,qualification-synthetic,g,62012.0,20.287721435169924,0.8516489934929427,000002-0012
scale-000002,qualification-synthetic,g,62013.0,20.318727287839103,1.1330657363587127,000002-0013
scale-000002,qualification-synthetic,g,62014.0,20.556344704598803,0.8655831218912929,000002-0014
scale-000002,qualification-synthetic,g,62015.0,17.86766777755302,1.0125176026794163,000002-0015
scale-000002,qualification-synthetic,g,62016.0,19.668258288156206,0.9476364304662437,000002-0016
scale-000002,qualification-synthetic,g,62017.0,18.679807624657084,0.9194085097644029,000002-0017
scale-000002,qualification-synthetic,g,62018.0,17.9249332830325,1.1434969521815208,000002-0018
scale-000002,qualification-synthetic,g,62019.0,18.003329708334977,1.142699756135823,000002-0019
scale-000002,qualification-synthetic,g,62020.0,19.678039816292053,0.8673595570569628,000002-0020
scale-000002,qualification-synthetic,g,62021.0,20.32157845705148,1.1644667888344586,000002-0021
scale-000002,qualification-synthetic,g,62022.0,19.926973260882523,1.1347950580965371,000002-0022
scale-000002,qualification-synthetic,g,62023.0,20.51600338384706,0.9971415981408885,000002-0023
scale-000002,qualification-synthetic,g,62024.0,20.40089206969848,0.8485579541668501,000002-0024
scale-000002,qualification-synthetic,g,62025.0,19.344620053055046,0.9243319267896849,000002-0025
scale-000002,qualification-synthetic,g,62026.0,19.59440429336572,0.9626516205448774,000002-0026
scale-000002,qualification-synthetic,g,62027.0,19.949354756741272,0.9070436088163066,000002-0027
scale-000002,qualification-synthetic,g,62028.0,21.514102122308167,1.1075597527670007,000002-0028
scale-000002,qualification-synthetic,g,62029.0,21.19696678463162,1.0890796493087287,000002-0029
scale-000002,qualification-synthetic,g,62030.0,20.54603555699147,1.0366378051270582,000002-0030
scale-000002,qualification-synthetic,g,62031.0,18.240516507163342,1.153653147723407,000002-0031
scale-000003,qualification-synthetic,g,62000.0,20.814900858921,1.13532221466333,000003-0000
scale-000003,qualification-synthetic,g,62001.0,21.623250974646254,1.0048590571588722,000003-0001
scale-000003,qualification-synthetic,g,62002.0,20.68872018940369,1.1611628738974642,000003-0002
scale-000003,qualification-synthetic,g,62003.0,20.682903583787304,1.1881171745582924,000003-0003
scale-000003,qualification-synthetic,g,62004.0,22.61897316440035,0.8636501694062929,000003-0004
scale-000003,qualification-synthetic,g,62005.0,20.72941654670746,0.8383047360509525,000003-0005
scale-000003,qualification-synthetic,g,62006.0,20.81970312186678,1.1642111974657896,000003-0006
scale-000003,qualification-synthetic,g,62007.0,19.865523928485295,1.0007471671747186,000003-0007
scale-000003,qualification-synthetic,g,62008.0,19.92677068213615,1.157671174867307,000003-0008
scale-000003,qualification-synthetic,g,62009.0,21.107127779349124,0.9543459940362674,000003-0009
scale-000003,qualification-synthetic,g,62010.0,18.888721853810736,0.9723446752276852,000003-0010
scale-000003,qualification-synthetic,g,62011.0,19.34094938555187,0.9266545403788187,000003-0011
scale-000003,qualification-synthetic,g,62012.0,20.93535902551578,0.9365756556591237,000003-0012
scale-000003,qualification-synthetic,g,62013.0,19.540336385246952,1.1710378053243968,000003-0013
scale-000003,qualification-synthetic,g,62014.0,20.12064188695147,0.8459986293160712,000003-0014
scale-000003,qualification-synthetic,g,62015.0,17.901468138452998,1.1875118806152785,000003-0015
scale-000003,qualification-synthetic,g,62016.0,20.909764689250945,0.8366821436271834,000003-0016
scale-000003,qualification-synthetic,g,62017.0,19.34476638832221,1.036838597220222,000003-0017
scale-000003,qualification-synthetic,g,62018.0,21.068397524550374,1.1780397465300398,000003-0018
scale-000003,qualification-synthetic,g,62019.0,20.73255359876131,1.1340085146906553,000003-0019
scale-000003,qualification-synthetic,g,62020.0,18.605744221348754,0.9351454082460949,000003-0020
scale-000003,qualification-synthetic,g,62021.0,19.12235570018161,0.9891202686404835,000003-0021
scale-000003,qualification-synthetic,g,62022.0,20.898163724763183,0.9571992383240182,000003-0022
scale-000003,qualification-synthetic,g,62023.0,18.194588393249223,1.087459151678706,000003-0023
scale-000003,qualification-synthetic,g,62024.0,19.657650450715618,0.8608953412984812,000003-0024
scale-000003,qualification-synthetic,g,62025.0,19.876950420380727,1.1659000032688855,000003-0025
scale-000003,qualification-synthetic,g,62026.0,21.830775411443753,1.1478972038772488,000003-0026
scale-000003,qualification-synthetic,g,62027.0,17.942358200922563,0.9624256606665467,000003-0027
scale-000003,qualification-synthetic,g,62028.0,19.63758219905246,1.129715975335271,000003-0028
scale-000003,qualification-synthetic,g,62029.0,17.878480039430812,0.8482148488843242,000003-0029
scale-000003,qualification-synthetic,g,62030.0,22.28050592764513,1.1620510689028793,000003-0030
scale-000003,qualification-synthetic,g,62031.0,20.0684541153089,1.097632919732254,000003-0031
scale-000004,qualification-synthetic,g,62000.0,20.10662427536467,1.1138443351498664,000004-0000
scale-000004,qualification-synthetic,g,62001.0,19.866718653240625,1.0035693545031856,000004-0001
scale-000004,qualification-synthetic,g,62002.0,18.185292246976235,1.092068044981012,000004-0002
scale-000004,qualification-synthetic,g,62003.0,21.523917220193518,0.827643700804801,000004-0003
scale-000004,qualification-synthetic,g,62004.0,19.11287055855164,0.8360782953750674,000004-0004
scale-000004,qualification-synthetic,g,62005.0,18.74562881468102,1.02235819343313,000004-0005
scale-000004,qualification-synthetic,g,62006.0,21.107468507776886,1.0402089014145928,000004-0006
scale-000004,qualification-synthetic,g,62007.0,20.14687093872289,1.1733333547977667,000004-0007
scale-000004,qualification-synthetic,g,62008.0,21.68338907282932,0.9985717156684062,000004-0008
scale-000004,qualification-synthetic,g,62009.0,20.902201599987624,1.1607545339199008,000004-0009
scale-000004,qualification-synthetic,g,62010.0,20.588031886448107,0.9524164329941112,000004-0010
scale-000004,qualification-synthetic,g,62011.0,21.019842107818825,1.0604003940500168,000004-0011
scale-000004,qualification-synthetic,g,62012.0,20.32439105502035,0.9557390619640604,000004-0012
scale-000004,qualification-synthetic,g,62013.0,19.85827423173116,1.1816846147658464,000004-0013
scale-000004,qualification-synthetic,g,62014.0,19.88357560312927,0.8544673299152351,000004-0014
scale-000004,qualification-synthetic,g,62015.0,20.54106958001301,1.0988284215997814,000004-0015
scale-000004,qualification-synthetic,g,62016.0,18.520316172435233,0.865091649107034,000004-0016
scale-000004,qualification-synthetic,g,62017.0,21.00461261170508,1.1722819838357275,000004-0017
scale-000004,qualification-synthetic,g,62018.0,22.48172002857421,1.043542224993796,000004-0018
scale-000004,qualification-synthetic,g,62019.0,21.67989953211746,1.0981398018148198,000004-0019
scale-000004,qualification-synthetic,g,62020.0,21.310745783978177,0.8359772212051153,000004-0020
scale-000004,qualification-synthetic,g,62021.0,18.839954641446024,0.8015526248938254,000004-0021
scale-000004,qualification-synthetic,g,62022.0,20.449678134378257,0.8999165863950239,000004-0022
scale-000004,qualification-synthetic,g,62023.0,18.657965162382165,1.0166102751127788,000004-0023
scale-000004,qualification-synthetic,g,62024.0,19.57413087506704,0.8932073582766439,000004-0024
scale-000004,qualification-synthetic,g,62025.0,19.826267982237972,0.9804520928741073,000004-0025
scale-000004,qualification-synthetic,g,62026.0,20.887485048402986,0.9455455460519664,000004-0026
scale-000004,qualification-synthetic,g,62027.0,15.726866294145822,0.9414225890270332,000004-0027
scale-000004,qualification-synthetic,g,62028.0,19.6658092373748,0.9010037060860859,000004-0028
scale-000004,qualification-synthetic,g,62029.0,20.68673800020498,0.8517949273083284,000004-0029
scale-000004,qualification-synthetic,g,62030.0,19.022182446696238,0.9999602624229473,000004-0030
scale-000004,qualification-synthetic,g,62031.0,18.053828710549652,1.1220055520054941,000004-0031
scale-000005,qualification-synthetic,g,62000.0,18.398823900860116,1.0282165421621314,000005-0000
scale-000005,qualification-synthetic,g,62001.0,20.619365901119792,0.9342899202977101,000005-0001
scale-000005,qualification-synthetic,g,62002.0,18.10465119517643,1.0335620370323526,000005-0002
scale-000005,qualification-synthetic,g,62003.0,19.708282724429885,0.8942531386548433,000005-0003
scale-000005,qualification-synthetic,g,62004.0,20.20071318575384,0.9261369162159426,000005-0004
scale-000005,qualification-synthetic,g,62005.0,21.173931040482138,0.8041318432478228,000005-0005
scale-000005,qualification-synthetic,g,62006.0,20.668008429390255,0.818936035416238,000005-0006
scale-000005,qualification-synthetic,g,62007.0,20.268913384484406,0.9667306907570145,000005-0007
scale-000005,qualification-synthetic,g,62008.0,19.839015227333867,0.8295878495530022,000005-0008
scale-000005,qualification-synthetic,g,62009.0,21.12705273026671,1.0778611181619069,000005-0009
scale-000005,qualification-synthetic,g,62010.0,21.48249645124473,0.9734125819219598,000005-0010
scale-000005,qualification-synthetic,g,62011.0,21.545199132100674,1.1193494770332213,000005-0011
scale-000005,qualification-synthetic,g,62012.0,20.031345945810532,1.06851366942703,000005-0012
scale-000005,qualification-synthetic,g,62013.0,20.35382311110725,0.8346272739871105,000005-0013
scale-000005,qualification-synthetic,g,62014.0,19.279567394139164,1.1135062068891288,000005-0014
scale-000005,qualification-synthetic,g,62015.0,20.15898506643373,0.9496401785820168,000005-0015
scale-000005,qualification-synthetic,g,62016.0,20.938848486106792,1.1915609442738893,000005-0016
scale-000005,qualification-synthetic,g,62017.0,20.74278538673849,0.843096783367137,000005-0017
scale-000005,qualification-synthetic,g,62018.0,20.09359179171459,0.9372704347872616,000005-0018
scale-000005,qualification-synthetic,g,62019.0,19.97529400493742,0.8562778675477551,000005-0019
scale-000005,qualification-synthetic,g,62020.0,18.360830103565306,1.0098358971751116,000005-0020
scale-000005,qualification-synthetic,g,62021.0,18.174937807923996,0.8037906218563955,000005-0021
scale-000005,qualification-synthetic,g,62022.0,20.384082623684694,1.0545667482783232,000005-0022
scale-000005,qualification-synthetic,g,62023.0,20.15554348132578,0.9448778606538527,000005-0023
scale-000005,qualification-synthetic,g,62024.0,18.823130089950148,1.1691589425547655,000005-0024
scale-000005,qualification-synthetic,g,62025.0,18.7327061793787,1.0930237084381444,000005-0025
scale-000005,qualification-synthetic,g,62026.0,19.717872233071805,1.162143395660126,000005-0026
scale-000005,qualification-synthetic,g,62027.0,19.219025661585206,1.1332092765951878,000005-0027
scale-000005,qualification-synthetic,g,62028.0,17.447027579428074,1.1724777527731696,000005-0028
scale-000005,qualification-synthetic,g,62029.0,20.099350102040045,1.02661228732969,000005-0029
scale-000005,qualification-synthetic,g,62030.0,21.02015487145782,1.0153135879097916,000005-0030
scale-000005,qualification-synthetic,g,62031.0,20.427770398726793,0.9806604135595363,000005-0031
scale-000006,qualification-synthetic,g,62000.0,20.520764535542664,0.9430667776510465,000006-0000
scale-000006,qualification-synthetic,g,62001.0,19.593023754678647,0.8591676317473849,000006-0001
scale-000006,qualification-synthetic,g,62002.0,20.14469655601273,1.0245316709894543,000006-0002
scale-000006,qualification-synthetic,g,62003.0,18.932678324541182,0.974716340132312,000006-0003
scale-000006,qualification-synthetic,g,62004.0,18.099230872536072,1.1628588861946705,000006-0004
scale-000006,qualification-synthetic,g,62005.0,20.375737353056195,1.086999511421919,000006-0005
scale-000006,qualification-synthetic,g,62006.0,24.184489815372906,1.1757201582436556,000006-0006
scale-000006,qualification-synthetic,g,62007.0,20.051081121727094,0.8971120444875962,000006-0007
scale-000006,qualification-synthetic,g,62008.0,18.66556242491604,1.0491911635338678,000006-0008
scale-000006,qualification-synthetic,g,62009.0,20.624172945970525,0.9152711567281929,000006-0009
scale-000006,qualification-synthetic,g,62010.0,19.090440881449076,0.8676099603162347,000006-0010
scale-000006,qualification-synthetic,g,62011.0,21.895840281773427,0.8100202765287272,000006-0011
scale-000006,qualification-synthetic,g,62012.0,19.837962251437478,0.8711128636752434,000006-0012
scale-000006,qualification-synthetic,g,62013.0,19.58525922187836,0.8499332194500211,000006-0013
scale-000006,qualification-synthetic,g,62014.0,20.4696916564874,1.111069404270269,000006-0014
scale-000006,qualification-synthetic,g,62015.0,21.619958107034662,1.048885561289141,000006-0015
scale-000006,qualification-synthetic,g,62016.0,19.239753936115704,0.8190571136214264,000006-0016
scale-000006,qualification-synthetic,g,62017.0,17.23560841929495,1.1396271155540814,000006-0017
scale-000006,qualification-synthetic,g,62018.0,21.097459184779822,0.8232629179316331,000006-0018
scale-000006,qualification-synthetic,g,62019.0,19.828862303839532,1.1584339454346708,000006-0019
scale-000006,qualification-synthetic,g,62020.0,20.708252134455986,0.9910256582534938,000006-0020
scale-000006,qualification-synthetic,g,62021.0,20.261765358265517,1.0192342897808304,000006-0021
scale-000006,qualification-synthetic,g,62022.0,19.45309618969051,0.8943933778882741,000006-0022
scale-000006,qualification-synthetic,g,62023.0,19.727873645276347,1.0664105080751587,000006-0023
scale-000006,qualification-synthetic,g,62024.0,18.767049125981586,0.8055935146059362,000006-0024
scale-000006,qualification-synthetic,g,62025.0,20.511667488840935,0.9394484335672716,000006-0025
scale-000006,qualification-synthetic,g,62026.0,18.868974005315913,1.1538183914702318,000006-0026
scale-000006,qualification-synthetic,g,62027.0,19.23780436128945,0.9299099936691129,000006-0027
scale-000006,qualification-synthetic,g,62028.0,21.90256730575486,1.0761182482631124,000006-0028
scale-000006,qualification-synthetic,g,62029.0,18.03438381531163,0.9426978137968661,000006-0029
scale-000006,qualification-synthetic,g,62030.0,20.331442964980972,0.8345140437970289,000006-0030
scale-000006,qualification-synthetic,g,62031.0,20.709077780600513,1.1853206319850826,000006-0031
scale-000007,qualification-synthetic,g,62000.0,19.01974276900565,1.0273956041809866,000007-0000
scale-000007,qualification-synthetic,g,62001.0,19.196615065880707,1.071428577687596,000007-0001
scale-000007,qualification-synthetic,g,62002.0,20.15306603685504,1.0420379120662278,000007-0002
scale-000007,qualification-synthetic,g,62003.0,18.98446413843528,1.0959368744056972,000007-0003
scale-000007,qualification-synthetic,g,62004.0,20.12084780530592,1.194647815624006,000007-0004
scale-000007,qualification-synthetic,g,62005.0,20.183765154400692,0.8885444503351382,000007-0005
scale-000007,qualification-synthetic,g,62006.0,20.487710057955823,0.8197233188071691,000007-0006
scale-000007,qualification-synthetic,g,62007.0,22.12266282621722,1.1339493969661654,000007-0007
scale-000007,qualification-synthetic,g,62008.0,18.1039049924247,1.0233848939456203,000007-0008
scale-000007,qualification-synthetic,g,62009.0,26.64176229591879,1.138176075027984,000007-0009
scale-000007,qualification-synthetic,g,62010.0,20.010882792298297,0.825616824192169,000007-0010
scale-000007,qualification-synthetic,g,62011.0,18.181931009305732,0.969900081770887,000007-0011
scale-000007,qualification-synthetic,g,62012.0,20.619223533159055,1.1490982480246448,000007-0012
scale-000007,qualification-synthetic,g,62013.0,24.46615266203186,1.1282787246517612,000007-0013
scale-000007,qualification-synthetic,g,62014.0,20.05383550599322,0.9659719688358013,000007-0014
scale-000007,qualification-synthetic,g,62015.0,20.609423651138258,1.0996563749445627,000007-0015
scale-000007,qualification-synthetic,g,62016.0,21.449018185830308,1.1802820887612608,000007-0016
scale-000007,qualification-synthetic,g,62017.0,19.27073200112803,1.0008659739947856,000007-0017
scale-000007,qualification-synthetic,g,62018.0,19.4494769901857,1.1161260924356065,000007-0018
scale-000007,qualification-synthetic,g,62019.0,21.64392437176705,1.0073251631416837,000007-0019
scale-000007,qualification-synthetic,g,62020.0,20.550454127078908,1.0155232642838987,000007-0020
scale-000007,qualification-synthetic,g,62021.0,20.811698773515907,1.1612367907343557,000007-0021
scale-000007,qualification-synthetic,g,62022.0,20.788253338774766,1.0060946105293496,000007-0022
scale-000007,qualification-synthetic,g,62023.0,21.122851907949023,0.9041090252628209,000007-0023
scale-000007,qualification-synthetic,g,62024.0,17.58726077912703,1.0391521142963112,000007-0024
scale-000007,qualification-synthetic,g,62025.0,20.357365594425602,1.0295489905190343,000007-0025
scale-000007,qualification-synthetic,g,62026.0,19.898745943611104,1.0085699128936378,000007-0026
scale-000007,qualification-synthetic,g,62027.0,17.855015779174256,0.944061369456514,000007-0027
scale-000007,qualification-synthetic,g,62028.0,20.259426673600935,1.031882555464028,000007-0028
scale-000007,qualification-synthetic,g,62029.0,20.712490622348554,1.0048969218414336,000007-0029
scale-000007,qualification-synthetic,g,62030.0,18.54219606737157,1.1258966479717192,000007-0030
scale-000007,qualification-synthetic,g,62031.0,19.617091340127747,0.8292003697598673,000007-0031
scale-000008,qualification-synthetic,g,62000.0,19.493407851747936,1.167934269229119,000008-0000
scale-000008,qualification-synthetic,g,62001.0,20.519296871074406,1.0451457365890804,000008-0001
scale-000008,qualification-synthetic,g,62002.0,21.044399615287332,0.9318694470192582,000008-0002
scale-000008,qualification-synthetic,g,62003.0,19.518819019509714,0.9048034261383577,000008-0003
scale-000008,qualification-synthetic,g,62004.0,19.535746061813615,1.1863728459515264,000008-0004
scale-000008,qualification-synthetic,g,62005.0,19.158890041069103,1.09607089856509,000008-0005
scale-000008,qualification-synthetic,g,62006.0,19.839410692227034,0.9491231308034903,000008-0006
scale-000008,qualification-synthetic,g,62007.0,18.838211599044783,0.9023645064444695,000008-0007
scale-000008,qualification-synthetic,g,62008.0,18.878226632873908,1.1845436447921298,000008-0008
scale-000008,qualification-synthetic,g,62009.0,20.724469506407235,1.0403405252170939,000008-0009
scale-000008,qualification-synthetic,g,62010.0,19.55733134805342,1.0914203271269658,000008-0010
scale-000008,qualification-synthetic,g,62011.0,19.914103376517552,1.1647533631024458,000008-0011
scale-000008,qualification-synthetic,g,62012.0,20.02892653167661,0.9306432313061028,000008-0012
scale-000008,qualification-synthetic,g,62013.0,19.101601766171566,0.8274724042843313,000008-0013
scale-000008,qualification-synthetic,g,62014.0,22.338711618161323,0.9432936161117459,000008-0014
scale-000008,qualification-synthetic,g,62015.0,19.613726805837864,0.9437479035399317,000008-0015
scale-000008,qualification-synthetic,g,62016.0,18.18949617765515,1.1533099579908268,000008-0016
scale-000008,qualification-synthetic,g,62017.0,18.30211891125643,0.9381695798916435,000008-0017
scale-000008,qualification-synthetic,g,62018.0,19.316727521988046,1.0481682404878279,000008-0018
scale-000008,qualification-synthetic,g,62019.0,21.42729114297303,1.076257357401508,000008-0019
scale-000008,qualification-synthetic,g,62020.0,19.670527523430454,1.0946873051112973,000008-0020
scale-000008,qualification-synthetic,g,62021.0,20.015481844695618,0.9048025381181486,000008-0021
scale-000008,qualification-synthetic,g,62022.0,21.745540077716893,1.07214105465993,000008-0022
scale-000008,qualification-synthetic,g,62023.0,19.71118450545498,1.1688190121125093,000008-0023
scale-000008,qualification-synthetic,g,62024.0,20.11521063717698,1.0211254686819693,000008-0024
scale-000008,qualification-synthetic,g,62025.0,20.438175463343388,0.8811316010836536,000008-0025
scale-000008,qualification-synthetic,g,62026.0,20.55202397343622,1.1756872279006576,000008-0026
scale-000008,qualification-synthetic,g,62027.0,18.992651618303345,1.050757200350194,000008-0027
scale-000008,qualification-synthetic,g,62028.0,19.727177934811582,0.8569127169058273,000008-0028
scale-000008,qualification-synthetic,g,62029.0,20.549563265034298,0.9653861322289462,000008-0029
scale-000008,qualification-synthetic,g,62030.0,21.18575838580609,0.9850665477964204,000008-0030
scale-000008,qualification-synthetic,g,62031.0,20.4404780933281,1.1501849130455435,000008-0031
scale-000009,qualification-synthetic,g,62000.0,21.374340717036763,0.8810215316070242,000009-0000
scale-000009,qualification-synthetic,g,62001.0,20.335237536269606,1.074027105931212,000009-0001
scale-000009,qualification-synthetic,g,62002.0,19.64735870552263,0.9393779917627741,000009-0002
scale-000009,qualification-synthetic,g,62003.0,17.621965422885,1.1632370666656615,000009-0003
scale-000009,qualification-synthetic,g,62004.0,20.461237604015004,1.0449346998388713,000009-0004
scale-000009,qualification-synthetic,g,62005.0,21.070427905446664,0.9864834289360397,000009-0005
scale-000009,qualification-synthetic,g,62006.0,21.145251601341425,0.9675408934000912,000009-0006
scale-000009,qualification-synthetic,g,62007.0,20.142362660100382,1.1099706090286037,000009-0007
scale-000009,qualification-synthetic,g,62008.0,18.6680963064302,0.8729984811021451,000009-0008
scale-000009,qualification-synthetic,g,62009.0,22.588647014591707,1.0149063975191799,000009-0009
scale-000009,qualification-synthetic,g,62010.0,21.03369248188348,1.0271174637051625,000009-0010
scale-000009,qualification-synthetic,g,62011.0,21.713417075017418,0.9895430217863896,000009-0011
scale-000009,qualification-synthetic,g,62012.0,21.477107823524797,0.9284298350167406,000009-0012
scale-000009,qualification-synthetic,g,62013.0,20.89233963135584,0.9890104255767281,000009-0013
scale-000009,qualification-synthetic,g,62014.0,19.40938191629256,1.185630997752505,000009-0014
scale-000009,qualification-synthetic,g,62015.0,19.184441821508194,1.0715413058173031,000009-0015
scale-000009,qualification-synthetic,g,62016.0,21.303045516637088,1.1362493665133786,000009-0016
scale-000009,qualification-synthetic,g,62017.0,19.56472419648154,0.8977139346695306,000009-0017
scale-000009,qualification-synthetic,g,62018.0,21.643444891129914,0.9746883318059343,000009-0018
scale-000009,qualification-synthetic,g,62019.0,20.003217613159087,1.1284171071815081,000009-0019
scale-000009,qualification-synthetic,g,62020.0,21.187415263384803,0.9055465158395485,000009-0020
scale-000009,qualification-synthetic,g,62021.0,20.404040000518,0.9857074475621824,000009-0021
scale-000009,qualification-synthetic,g,62022.0,20.266418427860195,0.9187408086570666,000009-0022
